x,y,safe,safety_score,within_fov,waypoint_id
0.0,0.0,True,100.0,True,0
-0.6673269879789604,1.0,True,52.32172509030806,True,1
-1.2006603213122937,2.0,True,52.32172509030806,True,2
-1.4782179919859735,3.0,True,52.32172509030806,True,3
-1.5,4.0,True,50.24905335110255,True,4
